country,time,gini_2100
arg,1808,51.96
arg,1809,51.96
arg,1810,51.96
arg,1811,51.96
arg,1812,51.96
arg,1813,51.96
arg,1814,51.96
arg,1815,51.96
arg,1816,51.96
arg,1817,51.96
arg,1818,51.96
arg,1819,51.96
arg,1820,51.96
arg,1821,51.96
arg,1822,51.96
arg,1823,51.96
arg,1824,51.96
arg,1825,51.96
arg,1826,51.96
arg,1827,51.96
arg,1828,51.96
arg,1829,51.96
arg,1830,51.96
arg,1831,51.96
arg,1832,51.96
arg,1833,51.96
arg,1834,51.96
arg,1835,51.96
arg,1836,51.96
arg,1837,51.96
arg,1838,51.96
arg,1839,51.96
arg,1840,51.96
arg,1841,51.96
arg,1842,51.96
arg,1843,51.96
arg,1844,51.96
arg,1845,51.96
arg,1846,36.5
arg,1847,36.3
arg,1848,36.2
arg,1849,36.3
arg,1850,36.4
arg,1851,36.7
arg,1852,37
arg,1853,37.5
arg,1854,38
arg,1855,38.6
arg,1856,39.4
arg,1857,40.2
arg,1858,41.1
arg,1859,42.1
arg,1860,43
arg,1861,44
arg,1862,44.9
arg,1863,45.8
arg,1864,46.8
arg,1865,47.6
arg,1866,48.4
arg,1867,49
arg,1868,49.6
arg,1869,50
arg,1870,50.4
arg,1871,50.7
arg,1872,50.9
arg,1873,51
arg,1874,50.9
arg,1875,50.8
arg,1876,50.7
arg,1877,50.4
arg,1878,50
arg,1879,49.6
arg,1880,49.2
arg,1881,48.8
arg,1882,48.4
arg,1883,48.1
arg,1884,47.7
arg,1885,47.3
arg,1886,47
arg,1887,46.8
arg,1888,46.6
arg,1889,46.5
arg,1890,46.4
arg,1891,46.4
arg,1892,46.4
arg,1893,46.4
arg,1894,46.5
arg,1895,46.7
arg,1896,46.9
arg,1897,47.1
arg,1898,47.5
arg,1899,47.8
arg,1900,48.1
arg,1901,48.4
arg,1902,48.7
arg,1903,49
arg,1904,49.3
arg,1905,49.5
arg,1906,49.8
arg,1907,49.9
arg,1908,50.1
arg,1909,50.2
arg,1910,50.2
arg,1911,50.2
arg,1912,50.2
arg,1913,50.2
arg,1914,50
arg,1916,49.7
arg,1917,49.5
arg,1918,49.2
arg,1919,48.9
arg,1920,48.6
arg,1921,48.3
arg,1922,48.1
arg,1923,47.8
arg,1924,47.5
arg,1925,47.2
arg,1926,47
arg,1927,46.6
arg,1928,46.3
arg,1929,46.1
arg,1930,46
arg,1931,46
arg,1932,46.1
arg,1933,46.1
arg,1934,46.2
arg,1935,46
arg,1936,46.2
arg,1937,46.7
arg,1938,47.3
arg,1939,48.5
arg,1940,49.5
arg,1941,50.1
arg,1942,50.4
arg,1943,50.9
arg,1944,51.3
arg,1945,51.1
arg,1946,51
arg,1947,50.3
arg,1948,49.2
arg,1949,47.7
arg,1950,46.4
arg,1951,45.7
arg,1952,44.7
arg,1953,43.6
arg,1954,42.9
arg,1955,41.9
arg,1956,42
arg,1957,42.2
arg,1958,42.4
arg,1959,41.9
arg,1960,41.4
arg,1961,41.4
arg,1962,41.43
arg,1963,40.62
arg,1964,39.91
arg,1965,39.29
arg,1966,38.66
arg,1967,38.04
arg,1968,37.43
arg,1969,36.65
arg,1970,36.06
arg,1971,35.53
arg,1972,35.07
arg,1973,35.02
arg,1974,35.09
arg,1975,35.9
arg,1976,36.8
arg,1977,37.77
arg,1978,38.74
arg,1979,39.75
arg,1980,40.8
arg,1981,41.13
arg,1982,41.46
arg,1983,41.79
arg,1984,42.12
arg,1985,42.46
arg,1986,42.81
arg,1987,45.28
arg,1988,45.65
arg,1989,46.01
arg,1990,46.39
arg,1991,46.76
arg,1992,45.47
arg,1993,44.86
arg,1994,45.92
arg,1995,48.9
arg,1996,49.52
arg,1997,49.11
arg,1998,50.73
arg,1999,49.79
arg,2000,51.06
arg,2001,53.34
arg,2002,53.79
arg,2003,50.9
arg,2004,48.38
arg,2005,47.71
arg,2006,46.35
arg,2007,46.17
arg,2008,44.88
arg,2009,43.65
arg,2010,43.58
arg,2011,42.65
arg,2012,41.33
arg,2013,40.95
arg,2014,41.63
arg,2015,41.83
arg,2016,42.03
arg,2017,41.15
arg,2018,41.33
arg,2019,42.9
arg,2020,43.6
arg,2021,44.56
arg,2022,45.28
arg,2023,45.82
arg,2024,46.23
arg,2025,45.92
arg,2026,45.62
arg,2027,45.31
arg,2028,45.01
arg,2029,44.71
arg,2030,44.4
arg,2031,44.1
arg,2032,43.8
